"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la aplicación deseo registrarme por primera vez","registro exitoso","SUCCESS","2024-04-04T08:36:22.6685691-05:00[America/Bogota]","0.0","83.78"
