"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la aplicación deseo registrarme por primera vez","registro exitoso","FAILURE","2024-04-04T09:00:36.9456793-05:00[America/Bogota]","0.0","64.62"
