"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la aplicación deseo registrarme por primera vez","registro exitoso","SUCCESS","2024-04-04T15:58:19.1104992-05:00[America/Bogota]","0.0","134.35"
