"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la aplicación deseo registrarme por primera vez","registro exitoso","FAILURE","2024-04-04T08:31:55.8977963-05:00[America/Bogota]","0.0","57.56"
