"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la aplicación deseo registrarme por primera vez","registro exitoso","FAILURE","2024-04-04T15:49:46.3162209-05:00[America/Bogota]","0.0","143.06"
